Service is recall at 18/06/2022 18:52:51
 trade date 18/06/2022 19:41:22 period 20 volume:930.836093579808
 trade date 18/06/2022 19:41:22 period 21 volume:965.17402909937
 trade date 18/06/2022 19:41:22 period 22 volume:879.309543352253
 trade date 18/06/2022 19:41:22 period 23 volume:615.519065230861
 trade date 18/06/2022 19:41:22 period 24 volume:242.605621573797
 trade date 18/06/2022 19:41:22 period 1 volume:641.204729974831
 trade date 18/06/2022 19:41:22 period 2 volume:352.301494382462
 trade date 18/06/2022 19:41:22 period 3 volume:119.870702326238
 trade date 18/06/2022 19:41:22 period 4 volume:166.129912327104
 trade date 18/06/2022 19:41:22 period 5 volume:717.579714356726
 trade date 18/06/2022 19:41:22 period 6 volume:521.702421140719
 trade date 18/06/2022 19:41:22 period 7 volume:721.382500939715
 trade date 18/06/2022 19:41:22 period 8 volume:23.9441744163372
 trade date 18/06/2022 19:41:22 period 9 volume:150.258338148826
 trade date 18/06/2022 19:41:22 period 10 volume:975.123083207348
 trade date 18/06/2022 19:41:22 period 11 volume:748.091040993152
 trade date 18/06/2022 19:41:22 period 12 volume:545.080052011218
 trade date 18/06/2022 19:41:22 period 13 volume:675.220421364168
 trade date 18/06/2022 19:41:22 period 14 volume:656.909269586629
 trade date 18/06/2022 19:41:22 period 15 volume:639.773880429461
 trade date 18/06/2022 19:41:22 period 16 volume:2.0137615511258
 trade date 18/06/2022 19:41:22 period 17 volume:772.133897418219
 trade date 18/06/2022 19:41:22 period 18 volume:702.240776131973
 trade date 18/06/2022 19:41:22 period 19 volume:583.084496009669
 trade date 18/06/2022 19:41:22 period 20 volume:890.926747532062
 trade date 18/06/2022 19:41:22 period 21 volume:327.25364776666
 trade date 18/06/2022 19:41:22 period 22 volume:233.921552651525
 trade date 18/06/2022 19:41:22 period 23 volume:740.387127613829
 trade date 18/06/2022 19:41:22 period 24 volume:812.590327492259
 trade date 18/06/2022 19:41:22 period 1 volume:753.474953935237
 trade date 18/06/2022 19:41:22 period 2 volume:619.638427914883
 trade date 18/06/2022 19:41:22 period 3 volume:394.42327730098
 trade date 18/06/2022 19:41:22 period 4 volume:551.072583324775
 trade date 18/06/2022 19:41:22 period 5 volume:983.238037667814
 trade date 18/06/2022 19:41:22 period 6 volume:351.1334961984
 trade date 18/06/2022 19:41:22 period 7 volume:841.661505327402
 trade date 18/06/2022 19:41:22 period 8 volume:432.956761882155
 trade date 18/06/2022 19:41:22 period 9 volume:171.509147235895
 trade date 18/06/2022 19:41:22 period 10 volume:123.933170048489
 trade date 18/06/2022 19:41:22 period 11 volume:121.869189721471
 trade date 18/06/2022 19:41:22 period 12 volume:813.407887617782
 trade date 18/06/2022 19:41:22 period 13 volume:640.201662965213
 trade date 18/06/2022 19:41:22 period 14 volume:580.55345228899
 trade date 18/06/2022 19:41:22 period 15 volume:983.708118080957
 trade date 18/06/2022 19:41:22 period 16 volume:961.344159655899
 trade date 18/06/2022 19:41:22 period 17 volume:332.71264533173
 trade date 18/06/2022 19:41:22 period 18 volume:845.810927378857
 trade date 18/06/2022 19:41:22 period 19 volume:668.193341078327
 trade date 18/06/2022 19:41:22 period 20 volume:653.692722624956
 trade date 18/06/2022 19:41:22 period 21 volume:2.0517632374781
 trade date 18/06/2022 19:41:22 period 22 volume:808.151150964271
 trade date 18/06/2022 19:41:22 period 23 volume:241.371058040006
 trade date 18/06/2022 19:41:22 period 24 volume:151.622484508726
 trade date 18/06/2022 19:41:22 period 1 volume:647.922589745337
 trade date 18/06/2022 19:41:22 period 2 volume:471.885930966533
 trade date 18/06/2022 19:41:22 period 3 volume:445.7012738314
 trade date 18/06/2022 19:41:22 period 4 volume:54.4168371960599
 trade date 18/06/2022 19:41:22 period 5 volume:249.944875133198
 trade date 18/06/2022 19:41:22 period 6 volume:37.7748501662979
 trade date 18/06/2022 19:41:22 period 7 volume:742.25366895192
 trade date 18/06/2022 19:41:22 period 8 volume:236.931490356536
 trade date 18/06/2022 19:41:22 period 9 volume:129.438148406073
 trade date 18/06/2022 19:41:22 period 10 volume:154.403552484887
 trade date 18/06/2022 19:41:22 period 11 volume:754.792266411144
 trade date 18/06/2022 19:41:22 period 12 volume:26.08943871506
 trade date 18/06/2022 19:41:22 period 13 volume:812.828933267309
 trade date 18/06/2022 19:41:22 period 14 volume:549.148473678692
 trade date 18/06/2022 19:41:22 period 15 volume:90.4509285886078
 trade date 18/06/2022 19:41:22 period 16 volume:127.714143194125
 trade date 18/06/2022 19:41:22 period 17 volume:796.359187828544
 trade date 18/06/2022 19:41:22 period 18 volume:64.0461817682004
 trade date 18/06/2022 19:41:22 period 19 volume:112.228438776093
 trade date 18/06/2022 19:41:22 period 20 volume:353.622698389749
 trade date 18/06/2022 19:41:22 period 21 volume:872.449352812231
 trade date 18/06/2022 19:41:22 period 22 volume:386.598332033771
 trade date 18/06/2022 19:41:22 period 23 volume:992.820273150141
 trade date 18/06/2022 19:41:22 period 24 volume:10.6687438723951
 trade date 18/06/2022 19:41:22 period 1 volume:861.523814434895
 trade date 18/06/2022 19:41:22 period 2 volume:539.243787778189
 trade date 18/06/2022 19:41:22 period 3 volume:799.543224647428
 trade date 18/06/2022 19:41:22 period 4 volume:919.344732500308
 trade date 18/06/2022 19:41:22 period 5 volume:948.361555090342
 trade date 18/06/2022 19:41:22 period 6 volume:42.1967422786154
 trade date 18/06/2022 19:41:22 period 7 volume:595.710524635255
 trade date 18/06/2022 19:41:22 period 8 volume:708.294533522937
 trade date 18/06/2022 19:41:22 period 9 volume:81.1808379745022
 trade date 18/06/2022 19:41:22 period 10 volume:443.390722127348
 trade date 18/06/2022 19:41:22 period 11 volume:166.550220067869
 trade date 18/06/2022 19:41:22 period 12 volume:13.7789235514491
 trade date 18/06/2022 19:41:22 period 13 volume:415.378395661422
 trade date 18/06/2022 19:41:22 period 14 volume:699.269124632361
 trade date 18/06/2022 19:41:22 period 15 volume:7.02708028584117
 trade date 18/06/2022 19:41:22 period 16 volume:3.21654696167286
 trade date 18/06/2022 19:41:22 period 17 volume:637.722117191982
 trade date 18/06/2022 19:41:22 period 18 volume:193.862610586855
 trade date 18/06/2022 19:41:22 period 19 volume:530.762839378213
 trade date 18/06/2022 19:41:22 period 20 volume:550.618291623247
 trade date 18/06/2022 19:41:22 period 21 volume:901.572963177028
 trade date 18/06/2022 19:41:22 period 22 volume:429.381790770861
 trade date 18/06/2022 19:41:22 period 23 volume:195.969656666727
 trade date 18/06/2022 19:41:22 period 24 volume:598.396882227807
 trade date 18/06/2022 19:41:22 period 1 volume:462.631351529915
 trade date 18/06/2022 19:41:22 period 2 volume:450.620262627779
 trade date 18/06/2022 19:41:22 period 3 volume:11.221284983317
 trade date 18/06/2022 19:41:22 period 4 volume:382.706937558347
 trade date 18/06/2022 19:41:22 period 5 volume:264.985128894907
 trade date 18/06/2022 19:41:22 period 6 volume:396.669030839889
 trade date 18/06/2022 19:41:22 period 7 volume:228.445771256669
 trade date 18/06/2022 19:41:22 period 8 volume:325.04405748334
 trade date 18/06/2022 19:41:22 period 9 volume:28.8325720600936
 trade date 18/06/2022 19:41:22 period 10 volume:883.808288203463
 trade date 18/06/2022 19:41:22 period 11 volume:81.0582186472873
 trade date 18/06/2022 19:41:22 period 12 volume:996.219026854364
 trade date 18/06/2022 19:41:22 period 13 volume:325.510001892927
 trade date 18/06/2022 19:41:22 period 14 volume:749.361705849581
 trade date 18/06/2022 19:41:22 period 15 volume:527.97322418912
 trade date 18/06/2022 19:41:22 period 16 volume:226.93075389924
 trade date 18/06/2022 19:41:22 period 17 volume:111.258765268726
 trade date 18/06/2022 19:41:22 period 18 volume:574.745827622128
 trade date 18/06/2022 19:41:22 period 19 volume:339.892372181589
 trade date 18/06/2022 19:41:22 period 20 volume:835.142183506462
 trade date 18/06/2022 19:41:22 period 21 volume:903.256902891796
 trade date 18/06/2022 19:41:22 period 22 volume:975.642377033663
 trade date 18/06/2022 19:41:22 period 23 volume:818.619702392546
 trade date 18/06/2022 19:41:22 period 24 volume:214.251348848572
 trade date 18/06/2022 19:41:22 period 1 volume:880.201269816701
 trade date 18/06/2022 19:41:22 period 2 volume:536.322425369323
 trade date 18/06/2022 19:41:22 period 3 volume:52.2120651100818
 trade date 18/06/2022 19:41:22 period 4 volume:763.591397443596
 trade date 18/06/2022 19:41:22 period 5 volume:364.520435856898
 trade date 18/06/2022 19:41:22 period 6 volume:611.026115068712
 trade date 18/06/2022 19:41:22 period 7 volume:83.3946550653291
 trade date 18/06/2022 19:41:22 period 8 volume:23.9959266148489
 trade date 18/06/2022 19:41:22 period 9 volume:326.875273290498
 trade date 18/06/2022 19:41:22 period 10 volume:537.662365724175
 trade date 18/06/2022 19:41:22 period 11 volume:122.411068120231
 trade date 18/06/2022 19:41:22 period 12 volume:151.187005523214
 trade date 18/06/2022 19:41:22 period 13 volume:117.070149219162
 trade date 18/06/2022 19:41:22 period 14 volume:832.226828128205
 trade date 18/06/2022 19:41:22 period 15 volume:282.066093889096
 trade date 18/06/2022 19:41:22 period 16 volume:998.530182055444
 trade date 18/06/2022 19:41:22 period 17 volume:188.87796541158
 trade date 18/06/2022 19:41:22 period 18 volume:698.332352423264
 trade date 18/06/2022 19:41:22 period 19 volume:600.389531161817
 trade date 18/06/2022 19:41:22 period 20 volume:465.649299540394
 trade date 18/06/2022 19:41:22 period 21 volume:631.674879990367
 trade date 18/06/2022 19:41:22 period 22 volume:650.244666100594
 trade date 18/06/2022 19:41:22 period 23 volume:57.9810720207082
 trade date 18/06/2022 19:41:22 period 24 volume:907.846629111025
 final output 0 5578.03960543966
 final output 1 3719.46271914964
 final output 2 3564.04096566329
 final output 3 3862.47507336665
 final output 4 4659.79852325274
 final output 5 4197.57086234054
 final output 6 4898.08821207755
 final output 7 3572.3571635654
 final output 8 1574.12020469742
 final output 9 3528.00052684173
 final output 10 4031.48489167517
 final output 11 4097.12567604013
 final output 12 4761.4830633446
 final output 13 5033.58145292549
 final output 14 3391.53193141871
 final output 15 3418.32377594818
 final output 16 4839.51949227579
 final output 17 4245.32022338608
 final output 18 4340.38126437943
 final output 19 5552.86814484413
 final output 20 6249.94399922432
 final output 21 4852.34772826189
 final output 22 4040.67059421943
 final output 23 3408.86733932834
Service is recall at 18/06/2022 19:49:41
 trade date 18/06/2022 19:49:42 period 1 volume:280.400541275926
 trade date 18/06/2022 19:49:42 period 2 volume:771.079027453009
 trade date 18/06/2022 19:49:42 period 3 volume:128.150168400328
 trade date 18/06/2022 19:49:42 period 4 volume:837.426084949368
 trade date 18/06/2022 19:49:42 period 5 volume:559.183768257119
 trade date 18/06/2022 19:49:42 period 6 volume:710.84382511249
 trade date 18/06/2022 19:49:42 period 7 volume:607.828437633733
 trade date 18/06/2022 19:49:42 period 8 volume:315.58691585231
 trade date 18/06/2022 19:49:42 period 9 volume:915.630231572143
 trade date 18/06/2022 19:49:42 period 10 volume:475.990278402339
 trade date 18/06/2022 19:49:42 period 11 volume:303.033761355576
 trade date 18/06/2022 19:49:42 period 12 volume:724.587061779847
 trade date 18/06/2022 19:49:42 period 13 volume:892.516595727073
 trade date 18/06/2022 19:49:42 period 14 volume:372.167018415484
 trade date 18/06/2022 19:49:42 period 15 volume:567.942021213445
 trade date 18/06/2022 19:49:42 period 16 volume:145.745716591247
 trade date 18/06/2022 19:49:42 period 17 volume:67.6876027452236
 trade date 18/06/2022 19:49:42 period 18 volume:963.897898310748
 trade date 18/06/2022 19:49:42 period 19 volume:289.772259672066
 trade date 18/06/2022 19:49:42 period 20 volume:32.8362197768112
 trade date 18/06/2022 19:49:42 period 21 volume:827.098627494228
 trade date 18/06/2022 19:49:42 period 22 volume:208.663459033083
 trade date 18/06/2022 19:49:42 period 23 volume:141.183426669419
 trade date 18/06/2022 19:49:42 period 24 volume:395.388513987599
 trade date 18/06/2022 19:49:42 period 1 volume:57.1383699109491
 trade date 18/06/2022 19:49:42 period 2 volume:380.755113149413
 trade date 18/06/2022 19:49:42 period 3 volume:600.448013562918
 trade date 18/06/2022 19:49:42 period 4 volume:287.128606479209
 trade date 18/06/2022 19:49:42 period 5 volume:795.136983410985
 trade date 18/06/2022 19:49:42 period 6 volume:661.630867822855
 trade date 18/06/2022 19:49:42 period 7 volume:189.261016058391
 trade date 18/06/2022 19:49:42 period 8 volume:961.627949477
 trade date 18/06/2022 19:49:42 period 9 volume:851.610842557443
 trade date 18/06/2022 19:49:42 period 10 volume:173.502375452548
 trade date 18/06/2022 19:49:42 period 11 volume:101.99999115523
 trade date 18/06/2022 19:49:42 period 12 volume:695.403760622909
 trade date 18/06/2022 19:49:42 period 13 volume:50.4846931670255
 trade date 18/06/2022 19:49:42 period 14 volume:362.323095259407
 trade date 18/06/2022 19:49:42 period 15 volume:83.3686450884532
 trade date 18/06/2022 19:49:42 period 16 volume:283.003366684077
 trade date 18/06/2022 19:49:42 period 17 volume:104.473212782514
 trade date 18/06/2022 19:49:42 period 18 volume:542.542389380998
 trade date 18/06/2022 19:49:42 period 19 volume:441.009369418495
 trade date 18/06/2022 19:49:42 period 20 volume:802.024617233325
 trade date 18/06/2022 19:49:42 period 21 volume:593.396824595238
 trade date 18/06/2022 19:49:42 period 22 volume:26.9835367924457
 trade date 18/06/2022 19:49:42 period 23 volume:928.285083234443
 trade date 18/06/2022 19:49:42 period 24 volume:51.5919942649044
 trade date 18/06/2022 19:49:42 period 1 volume:342.92108441839
 trade date 18/06/2022 19:49:42 period 2 volume:108.605972076117
 trade date 18/06/2022 19:49:42 period 3 volume:829.033125577976
 trade date 18/06/2022 19:49:42 period 4 volume:393.647586178802
 trade date 18/06/2022 19:49:42 period 5 volume:246.763287227025
 trade date 18/06/2022 19:49:42 period 6 volume:270.017712502749
 trade date 18/06/2022 19:49:42 period 7 volume:341.463042582135
 trade date 18/06/2022 19:49:42 period 8 volume:44.2851986942278
 trade date 18/06/2022 19:49:42 period 9 volume:92.592156069629
 trade date 18/06/2022 19:49:42 period 10 volume:583.245564058072
 trade date 18/06/2022 19:49:42 period 11 volume:538.797054225019
 trade date 18/06/2022 19:49:42 period 12 volume:389.653590223591
 trade date 18/06/2022 19:49:42 period 13 volume:914.123980754113
 trade date 18/06/2022 19:49:42 period 14 volume:647.246985531993
 trade date 18/06/2022 19:49:42 period 15 volume:332.846285930297
 trade date 18/06/2022 19:49:42 period 16 volume:660.432332502879
 trade date 18/06/2022 19:49:42 period 17 volume:761.681260895767
 trade date 18/06/2022 19:49:42 period 18 volume:788.020851923162
 trade date 18/06/2022 19:49:42 period 19 volume:809.417747338031
 trade date 18/06/2022 19:49:42 period 20 volume:742.70396481394
 trade date 18/06/2022 19:49:42 period 21 volume:130.209452533261
 trade date 18/06/2022 19:49:42 period 22 volume:185.235672250965
 trade date 18/06/2022 19:49:42 period 23 volume:437.670274375784
 trade date 18/06/2022 19:49:42 period 24 volume:600.119697675165
 trade date 18/06/2022 19:49:42 period 1 volume:659.27182587761
 trade date 18/06/2022 19:49:42 period 2 volume:880.891582407472
 trade date 18/06/2022 19:49:42 period 3 volume:91.1395252175348
 trade date 18/06/2022 19:49:42 period 4 volume:809.451077976008
 trade date 18/06/2022 19:49:42 period 5 volume:276.539325842885
 trade date 18/06/2022 19:49:42 period 6 volume:663.92370949682
 trade date 18/06/2022 19:49:42 period 7 volume:457.183777101889
 trade date 18/06/2022 19:49:42 period 8 volume:15.4400644895807
 trade date 18/06/2022 19:49:42 period 9 volume:557.343744466707
 trade date 18/06/2022 19:49:42 period 10 volume:953.263820592902
 trade date 18/06/2022 19:49:42 period 11 volume:832.26158648369
 trade date 18/06/2022 19:49:42 period 12 volume:192.986911718262
 trade date 18/06/2022 19:49:42 period 13 volume:198.560548573062
 trade date 18/06/2022 19:49:42 period 14 volume:182.044672398849
 trade date 18/06/2022 19:49:42 period 15 volume:451.507226308578
 trade date 18/06/2022 19:49:42 period 16 volume:570.142401182159
 trade date 18/06/2022 19:49:42 period 17 volume:974.545196618207
 trade date 18/06/2022 19:49:42 period 18 volume:118.762179798802
 trade date 18/06/2022 19:49:42 period 19 volume:139.402519510781
 trade date 18/06/2022 19:49:42 period 20 volume:912.305904045843
 trade date 18/06/2022 19:49:42 period 21 volume:95.866220116553
 trade date 18/06/2022 19:49:42 period 22 volume:995.182194744787
 trade date 18/06/2022 19:49:42 period 23 volume:813.640515698884
 trade date 18/06/2022 19:49:42 period 24 volume:96.1785032861766
 trade date 18/06/2022 19:49:42 period 1 volume:611.531875381028
 trade date 18/06/2022 19:49:42 period 2 volume:248.103400342215
 trade date 18/06/2022 19:49:42 period 3 volume:715.675327328814
 trade date 18/06/2022 19:49:42 period 4 volume:336.469914455186
 trade date 18/06/2022 19:49:42 period 5 volume:507.855857493289
 trade date 18/06/2022 19:49:42 period 6 volume:703.883042421137
 trade date 18/06/2022 19:49:42 period 7 volume:256.339929185966
 trade date 18/06/2022 19:49:42 period 8 volume:271.977277599265
 trade date 18/06/2022 19:49:42 period 9 volume:275.137035304279
 trade date 18/06/2022 19:49:42 period 10 volume:314.380963945007
 trade date 18/06/2022 19:49:42 period 11 volume:518.764556627145
 trade date 18/06/2022 19:49:42 period 12 volume:513.070042949668
 trade date 18/06/2022 19:49:42 period 13 volume:340.318730259463
 trade date 18/06/2022 19:49:42 period 14 volume:907.382908699747
 trade date 18/06/2022 19:49:42 period 15 volume:241.066945828994
 trade date 18/06/2022 19:49:42 period 16 volume:619.619130445467
 trade date 18/06/2022 19:49:42 period 17 volume:953.159192555192
 trade date 18/06/2022 19:49:42 period 18 volume:97.7676944331115
 trade date 18/06/2022 19:49:42 period 19 volume:666.80293840673
 trade date 18/06/2022 19:49:42 period 20 volume:942.422691705833
 trade date 18/06/2022 19:49:42 period 21 volume:503.690848827218
 trade date 18/06/2022 19:49:42 period 22 volume:145.819126696242
 trade date 18/06/2022 19:49:42 period 23 volume:406.977649967641
 trade date 18/06/2022 19:49:42 period 24 volume:798.471943381462
 trade date 18/06/2022 19:49:42 period 1 volume:503.782760120827
 trade date 18/06/2022 19:49:42 period 2 volume:795.350470484863
 trade date 18/06/2022 19:49:42 period 3 volume:885.737307316501
 trade date 18/06/2022 19:49:42 period 4 volume:93.1659075865363
 trade date 18/06/2022 19:49:42 period 5 volume:271.689381111269
 trade date 18/06/2022 19:49:42 period 6 volume:440.383765585899
 trade date 18/06/2022 19:49:42 period 7 volume:414.501700743335
 trade date 18/06/2022 19:49:42 period 8 volume:77.0308007844867
 trade date 18/06/2022 19:49:42 period 9 volume:142.902494009073
 trade date 18/06/2022 19:49:42 period 10 volume:862.240526295379
 trade date 18/06/2022 19:49:42 period 11 volume:641.084929761051
 trade date 18/06/2022 19:49:42 period 12 volume:13.1031628759127
 trade date 18/06/2022 19:49:42 period 13 volume:564.251857606811
 trade date 18/06/2022 19:49:42 period 14 volume:270.891410424789
 trade date 18/06/2022 19:49:42 period 15 volume:774.721461243332
 trade date 18/06/2022 19:49:42 period 16 volume:734.941081486149
 trade date 18/06/2022 19:49:42 period 17 volume:236.980065813744
 trade date 18/06/2022 19:49:42 period 18 volume:665.250137758092
 trade date 18/06/2022 19:49:42 period 19 volume:948.040745196883
 trade date 18/06/2022 19:49:42 period 20 volume:691.842348636986
 trade date 18/06/2022 19:49:42 period 21 volume:296.957165606766
 trade date 18/06/2022 19:49:42 period 22 volume:853.916461511476
 trade date 18/06/2022 19:49:42 period 23 volume:219.802515217942
 trade date 18/06/2022 19:49:42 period 24 volume:70.2360798931849
 trade date 18/06/2022 19:49:42 period 1 volume:704.197012681606
 trade date 18/06/2022 19:49:42 period 2 volume:249.963647802343
 trade date 18/06/2022 19:49:42 period 3 volume:402.931896691645
 trade date 18/06/2022 19:49:42 period 4 volume:608.914304808208
 trade date 18/06/2022 19:49:42 period 5 volume:816.002489913256
 trade date 18/06/2022 19:49:42 period 6 volume:495.070114031001
 trade date 18/06/2022 19:49:42 period 7 volume:757.77476921574
 trade date 18/06/2022 19:49:42 period 8 volume:150.853666547152
 trade date 18/06/2022 19:49:42 period 9 volume:116.865046842427
 trade date 18/06/2022 19:49:42 period 10 volume:108.057155789834
 trade date 18/06/2022 19:49:42 period 11 volume:316.276798637713
 trade date 18/06/2022 19:49:42 period 12 volume:333.644690147436
 trade date 18/06/2022 19:49:42 period 13 volume:879.102393928497
 trade date 18/06/2022 19:49:42 period 14 volume:95.2192172851503
 trade date 18/06/2022 19:49:42 period 15 volume:531.757610166332
 trade date 18/06/2022 19:49:42 period 16 volume:239.621980693015
 trade date 18/06/2022 19:49:42 period 17 volume:947.81637748136
 trade date 18/06/2022 19:49:42 period 18 volume:424.323274485917
 trade date 18/06/2022 19:49:42 period 19 volume:567.567546650566
 trade date 18/06/2022 19:49:42 period 20 volume:320.290236417339
 trade date 18/06/2022 19:49:42 period 21 volume:636.628982441793
 trade date 18/06/2022 19:49:42 period 22 volume:238.869844115744
 trade date 18/06/2022 19:49:42 period 23 volume:238.198941684421
 trade date 18/06/2022 19:49:42 period 24 volume:921.90344534903
 trade date 18/06/2022 19:49:42 period 1 volume:242.541188952765
 trade date 18/06/2022 19:49:42 period 2 volume:901.876058849448
 trade date 18/06/2022 19:49:42 period 3 volume:197.030174637693
 trade date 18/06/2022 19:49:42 period 4 volume:171.072599557728
 trade date 18/06/2022 19:49:42 period 5 volume:572.772833319741
 trade date 18/06/2022 19:49:42 period 6 volume:474.229388159807
 trade date 18/06/2022 19:49:42 period 7 volume:866.770927732238
 trade date 18/06/2022 19:49:42 period 8 volume:690.779879545225
 trade date 18/06/2022 19:49:42 period 9 volume:692.088071579155
 trade date 18/06/2022 19:49:42 period 10 volume:1.08586717447539
 trade date 18/06/2022 19:49:42 period 11 volume:500.415574060946
 trade date 18/06/2022 19:49:42 period 12 volume:579.439882458858
 trade date 18/06/2022 19:49:42 period 13 volume:281.784490813401
 trade date 18/06/2022 19:49:42 period 14 volume:847.819905191576
 trade date 18/06/2022 19:49:42 period 15 volume:392.27798506258
 trade date 18/06/2022 19:49:42 period 16 volume:215.540560062761
 trade date 18/06/2022 19:49:42 period 17 volume:944.109780222229
 trade date 18/06/2022 19:49:42 period 18 volume:765.702668933991
 trade date 18/06/2022 19:49:42 period 19 volume:733.35667733725
 trade date 18/06/2022 19:49:42 period 20 volume:27.5316145399267
 trade date 18/06/2022 19:49:42 period 21 volume:567.859711855585
 trade date 18/06/2022 19:49:42 period 22 volume:949.849721020949
 trade date 18/06/2022 19:49:42 period 23 volume:914.980157704549
 trade date 18/06/2022 19:49:42 period 24 volume:597.224646991689
 trade date 18/06/2022 19:49:42 period 1 volume:709.234502031111
 trade date 18/06/2022 19:49:42 period 2 volume:162.393518799168
 trade date 18/06/2022 19:49:42 period 3 volume:746.007990905087
 trade date 18/06/2022 19:49:42 period 4 volume:644.496803937711
 trade date 18/06/2022 19:49:42 period 5 volume:768.872260474075
 trade date 18/06/2022 19:49:42 period 6 volume:985.108751796702
 trade date 18/06/2022 19:49:42 period 7 volume:955.412582473556
 trade date 18/06/2022 19:49:42 period 8 volume:106.739075438464
 trade date 18/06/2022 19:49:42 period 9 volume:535.399306814838
 trade date 18/06/2022 19:49:42 period 10 volume:981.811583499336
 trade date 18/06/2022 19:49:42 period 11 volume:611.144883842741
 trade date 18/06/2022 19:49:42 period 12 volume:622.618545602364
 trade date 18/06/2022 19:49:42 period 13 volume:693.268552279691
 trade date 18/06/2022 19:49:42 period 14 volume:588.779888389995
 trade date 18/06/2022 19:49:42 period 15 volume:996.684310956245
 trade date 18/06/2022 19:49:42 period 16 volume:950.60117400745
 trade date 18/06/2022 19:49:42 period 17 volume:138.092478801539
 trade date 18/06/2022 19:49:42 period 18 volume:496.071237370405
 trade date 18/06/2022 19:49:42 period 19 volume:998.781124129324
 trade date 18/06/2022 19:49:42 period 20 volume:743.346692409062
 trade date 18/06/2022 19:49:42 period 21 volume:849.735595681581
 trade date 18/06/2022 19:49:42 period 22 volume:774.531190644266
 trade date 18/06/2022 19:49:42 period 23 volume:142.085162988904
 trade date 18/06/2022 19:49:42 period 24 volume:172.305844338753
 final output 0 4111.01916065021
 final output 1 4499.01879136405
 final output 2 4596.1535296385
 final output 3 4181.77288592876
 final output 4 4814.81618704964
 final output 5 5405.09117692946
 final output 6 4846.53618272698
 final output 7 2634.32082842771
 final output 8 4179.56892921569
 final output 9 4453.57813520989
 final output 10 4363.77913614911
 final output 11 4064.50764837885
 final output 12 4814.41184310914
 final output 13 4273.87510159699
 final output 14 4372.17249179826
 final output 15 4419.64774365521
 final output 16 5128.54516791578
 final output 17 4862.33833239523
 final output 18 5594.15092766013
 final output 19 5215.30428957907
 final output 20 4501.44342915222
 final output 21 4379.05120680996
 final output 22 4242.82372754199
 final output 23 3703.42066916796
Service is recall at 18/06/2022 19:58:01
 trade date 18/06/2022 19:58:02 period 1 volume:521.512799673487
 trade date 18/06/2022 19:58:02 period 2 volume:476.832360251263
 trade date 18/06/2022 19:58:02 period 3 volume:378.698590387916
 trade date 18/06/2022 19:58:02 period 4 volume:17.3967792733557
 trade date 18/06/2022 19:58:02 period 5 volume:764.400742372684
 trade date 18/06/2022 19:58:02 period 6 volume:151.982459776095
 trade date 18/06/2022 19:58:02 period 7 volume:34.3523966308461
 trade date 18/06/2022 19:58:02 period 8 volume:785.685036231617
 trade date 18/06/2022 19:58:02 period 9 volume:714.639684518166
 trade date 18/06/2022 19:58:02 period 10 volume:260.023316955205
 trade date 18/06/2022 19:58:02 period 11 volume:509.759942772686
 trade date 18/06/2022 19:58:02 period 12 volume:568.736797463492
 trade date 18/06/2022 19:58:02 period 13 volume:254.094974256165
 trade date 18/06/2022 19:58:02 period 14 volume:496.133529346498
 trade date 18/06/2022 19:58:02 period 15 volume:366.354237015524
 trade date 18/06/2022 19:58:02 period 16 volume:723.22016429306
 trade date 18/06/2022 19:58:02 period 17 volume:456.278691280763
 trade date 18/06/2022 19:58:02 period 18 volume:170.182232824239
 trade date 18/06/2022 19:58:02 period 19 volume:382.130087065571
 trade date 18/06/2022 19:58:02 period 20 volume:171.781568402323
 trade date 18/06/2022 19:58:02 period 21 volume:323.001685237047
 trade date 18/06/2022 19:58:02 period 22 volume:636.257100215301
 trade date 18/06/2022 19:58:02 period 23 volume:178.038034205343
 trade date 18/06/2022 19:58:02 period 24 volume:144.353938821868
 trade date 18/06/2022 19:58:02 period 1 volume:22.227872173408
 trade date 18/06/2022 19:58:02 period 2 volume:601.866750326877
 trade date 18/06/2022 19:58:02 period 3 volume:643.860346006164
 trade date 18/06/2022 19:58:02 period 4 volume:307.588187655242
 trade date 18/06/2022 19:58:02 period 5 volume:341.843433371672
 trade date 18/06/2022 19:58:02 period 6 volume:134.100403233478
 trade date 18/06/2022 19:58:02 period 7 volume:738.85139019175
 trade date 18/06/2022 19:58:02 period 8 volume:87.7484591155073
 trade date 18/06/2022 19:58:02 period 9 volume:637.96687388698
 trade date 18/06/2022 19:58:02 period 10 volume:372.497153176226
 trade date 18/06/2022 19:58:02 period 11 volume:364.528294822447
 trade date 18/06/2022 19:58:02 period 12 volume:181.688182606217
 trade date 18/06/2022 19:58:02 period 13 volume:202.314920351987
 trade date 18/06/2022 19:58:02 period 14 volume:982.398207756876
 trade date 18/06/2022 19:58:02 period 15 volume:9.90661420389386
 trade date 18/06/2022 19:58:02 period 16 volume:879.31323511494
 trade date 18/06/2022 19:58:02 period 17 volume:346.141107541575
 trade date 18/06/2022 19:58:02 period 18 volume:831.868579998551
 trade date 18/06/2022 19:58:02 period 19 volume:734.959296293072
 trade date 18/06/2022 19:58:02 period 20 volume:699.112053354788
 trade date 18/06/2022 19:58:02 period 21 volume:473.13774818235
 trade date 18/06/2022 19:58:02 period 22 volume:543.57000093142
 trade date 18/06/2022 19:58:02 period 23 volume:89.4514136432909
 trade date 18/06/2022 19:58:02 period 24 volume:470.160286626853
